,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.012487506866455078,0.001029458450709864,0.004711771011352539,0.0011119489608990914,0.001,{'C': 0.001},0.9297813499265406,0.8937573462191458,0.9648473034437947,0.9648473034437947,0.92956465237167,0.9824453274943908,0.8943469785575048,0.8400412796697626,0.8400412796697626,0.7604712263751165,0.9000144047171483,0.06610436845327747,500,0.9298096259194657,0.9259005858622716,0.9259005858622716,0.9259101606927694,0.9317552087228792,0.9258819884523307,0.9121264245181926,0.9121264245181926,0.9179709223307024,0.9238666679396591,0.9231248594818735,0.006472885743365295
1,0.013692617416381836,0.00272120488225609,0.0053014993667602536,0.0011907006786258565,0.005006012024048097,{'C': 0.005006012024048097},0.8937573462191458,0.92956465237167,0.9824453274943908,0.9648473034437947,0.9472711053442543,0.9824453274943908,0.9473684210526315,0.9824453274943908,0.8764332730992342,0.8400412796697626,0.9346619363683665,0.04703634061327891,499,0.9473672210850307,0.9395711500974658,0.9395706908506063,0.9434693559570188,0.941520023408879,0.9376218323586745,0.9415191345135905,0.933695481603488,0.9493165832451118,0.9532153076108725,0.9426866780730737,0.0055313846201718265
2,0.012588405609130859,0.001285208044200855,0.004997396469116211,0.0011841989707871263,0.009012024048096194,{'C': 0.009012024048096194},0.8937573462191458,0.92956465237167,0.9824453274943908,0.9648473034437947,0.9648906749632703,0.9824453274943908,0.9473684210526315,0.9824453274943908,0.8764332730992342,0.8400412796697626,0.9364238933302682,0.047799491581296656,498,0.9473684210526315,0.9434697855750487,0.939568394490656,0.945417858879351,0.9415204678362573,0.9434697855750487,0.9454191033138402,0.9434672077493234,0.9571150097465887,0.9590640163826687,0.9465880050601415,0.006115178951746927
3,0.013090753555297851,0.0012987630764763414,0.004599428176879883,0.0019559603099583646,0.01301803607214429,{'C': 0.01301803607214429},0.9117380522137387,0.92956465237167,0.9649122807017544,0.9648473034437947,0.9648906749632703,0.9824453274943908,0.9473684210526315,0.9824453274943908,0.8943469785575048,0.8764332730992342,0.941899229139238,0.035371671991310846,496,0.9473684210526315,0.9454186885149537,0.9434693559570188,0.9473680210634312,0.9454191033138402,0.9454191033138402,0.9493173536210283,0.9493096487375664,0.9590640163826687,0.9629626814890813,0.9495116393446061,0.006067986571639836
4,0.016091370582580568,0.0020211240213139766,0.005395674705505371,0.0012794529667023973,0.017024048096192387,{'C': 0.017024048096192387},0.9117380522137387,0.92956465237167,0.9649122807017544,0.9648473034437947,0.9648906749632703,0.9824453274943908,0.9473684210526315,0.9824453274943908,0.8943469785575048,0.8764332730992342,0.941899229139238,0.035371671991310846,496,0.9551646698131743,0.9493173536210283,0.945417858879351,0.9473680210634312,0.9473684210526315,0.9434697855750487,0.9512670565302144,0.9493096487375664,0.9590640163826687,0.9629626814890813,0.9510709513144195,0.005877348153992451
5,0.01609034538269043,0.0018669418461611752,0.004797697067260742,0.000871952888010053,0.021030060120240484,{'C': 0.021030060120240484},0.9117380522137387,0.92956465237167,0.9649122807017544,0.9648473034437947,0.9648906749632703,0.9824453274943908,0.9473684210526315,0.9824453274943908,0.8943469785575048,0.8943469785575048,0.943690599685065,0.032334017451347605,495,0.9551646698131743,0.9493173536210283,0.9473680210634312,0.949317738791423,0.9434693559570188,0.9454186885149537,0.9512670565302144,0.9512615004490536,0.9610136452241715,0.9649114807081544,0.9518509510672624,0.006409052937131615
6,0.019088339805603028,0.0017572527243223713,0.0056967496871948246,0.001268433508381957,0.02503607214428858,{'C': 0.02503607214428858},0.9117380522137387,0.9472711053442543,0.9649122807017544,0.9648473034437947,0.9648906749632703,0.9649122807017544,0.9473684210526315,0.9824453274943908,0.8943469785575048,0.8943469785575048,0.9437079403030598,0.030358841034110715,491,0.9571146838331779,0.9512670565302144,0.9473680210634312,0.949317738791423,0.9434693559570188,0.9454186885149537,0.9512670565302144,0.9512615004490536,0.9629626814890813,0.9649114807081544,0.9524358263866723,0.006763892077686626
7,0.019786381721496583,0.002315259017606898,0.00829455852508545,0.0040981325518108635,0.029042084168336677,{'C': 0.029042084168336677},0.9117380522137387,0.9472711053442543,0.9649122807017544,0.9648473034437947,0.9648906749632703,0.9649122807017544,0.9473684210526315,0.9824453274943908,0.8943469785575048,0.8943469785575048,0.9437079403030598,0.030358841034110715,491,0.9590643274853801,0.949317738791423,0.9473680210634312,0.949317738791423,0.9473680210634312,0.9473684210526315,0.9532163742690059,0.9532089065269843,0.9649114807081544,0.9668600873013276,0.9538001117053193,0.006976541284929387
8,0.017089247703552246,0.004250823384919664,0.006196928024291992,0.003787945570467947,0.033048096192384774,{'C': 0.033048096192384774},0.9117380522137387,0.9472711053442543,0.9649122807017544,0.9648473034437947,0.9648906749632703,0.9649122807017544,0.9473684210526315,0.9824453274943908,0.8943469785575048,0.8943469785575048,0.9437079403030598,0.030358841034110715,491,0.9590643274853801,0.9512666861698439,0.9512670565302144,0.9512670565302144,0.9473680210634312,0.9512670565302144,0.9532163742690059,0.9571032732960543,0.9629626814890813,0.9668600873013276,0.9551642620664766,0.005847301255535939
9,0.01710531711578369,0.0016924348665213625,0.00469214916229248,0.001009276704714275,0.037054108216432874,{'C': 0.037054108216432874},0.9117380522137387,0.9472711053442543,0.9649122807017544,0.9648473034437947,0.9648906749632703,0.9649122807017544,0.9473684210526315,0.9824453274943908,0.8943469785575048,0.8943469785575048,0.9437079403030598,0.030358841034110715,491,0.9590643274853801,0.9532163742690059,0.9512670565302144,0.9512670565302144,0.9512666861698439,0.9532163742690059,0.9532163742690059,0.9551561493489821,0.9629626814890813,0.9668600873013276,0.9557493167662061,0.005160868918646882
10,0.01851832866668701,0.0013225082848680413,0.004221653938293457,0.0007403229772758519,0.04106012024048097,{'C': 0.04106012024048097},0.9117380522137387,0.9472711053442543,0.9649122807017544,0.9648473034437947,0.9648906749632703,0.9649122807017544,0.9473684210526315,0.9824453274943908,0.9117380522137387,0.8943469785575048,0.9454470476686831,0.027878157301102158,488,0.9590643274853801,0.9532163742690059,0.9532160187271032,0.9532160187271032,0.9512666861698439,0.9571150097465887,0.957114031976633,0.9551561493489821,0.9629626814890813,0.9668600873013276,0.9569187385241049,0.004649946895111977
11,0.018674159049987794,0.0011816771303664313,0.004624176025390625,0.0011086736891062615,0.04506613226452906,{'C': 0.04506613226452906},0.9117380522137387,0.9472711053442543,0.9649122807017544,0.9648473034437947,0.9648906749632703,0.9649122807017544,0.9473684210526315,0.9824453274943908,0.9117380522137387,0.8943469785575048,0.9454470476686831,0.027878157301102158,488,0.9590643274853801,0.9551656920077972,0.9532160187271032,0.9532160187271032,0.9532153076108725,0.9571150097465887,0.957114031976633,0.9551561493489821,0.9629626814890813,0.9668600873013276,0.9573085324420869,0.0043108704922943265
12,0.01880490779876709,0.0007362527027889323,0.004327297210693359,0.0010083354973813136,0.04907214428857716,{'C': 0.04907214428857716},0.9117380522137387,0.9472711053442543,0.9649122807017544,0.9648473034437947,0.9648906749632703,0.9649122807017544,0.9473684210526315,0.9824453274943908,0.9117380522137387,0.8943469785575048,0.9454470476686831,0.027878157301102158,488,0.9610136452241715,0.9571150097465887,0.9571150097465887,0.9532160187271032,0.9532153076108725,0.9571150097465887,0.9590640163826687,0.9551561493489821,0.9629626814890813,0.9668600873013276,0.9582832935323973,0.004108014831316828
