,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.1269622564315796,0.0352587112803767,0.013654279708862304,0.0023073688487878974,20,4,log2,10,entropy,"{'n_estimators': 20, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy'}",0.9649122807017544,0.9648906749632703,1.0,0.9471730672179987,0.9471730672179987,0.9473359824831725,0.9824453274943908,0.9824453274943908,0.9824453274943908,0.9648473034437947,0.9683668358511163,0.017240423603310996,156,0.9922027290448343,0.9902534113060428,0.9902534113060428,0.9941520023403811,0.9902534113060428,0.9883038269027181,0.9922025512684788,0.9883038269027181,0.9883040935672515,0.9902533372339688,0.9904482601178479,0.0018390197400235755
1,0.18926258087158204,0.018139737900840378,0.017003321647644044,0.0016295196649100095,40,4,sqrt,5,gini,"{'n_estimators': 40, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini'}",0.9473684210526315,0.9648906749632703,1.0,0.9648473034437947,0.9473684210526315,0.9649122807017544,0.9824453274943908,0.9824453274943908,0.9649122807017544,0.9648473034437947,0.9684037340348415,0.015295894792783716,112,0.9902533372339688,0.9922026697878505,0.9883040935672515,0.9941520023403811,0.9883040935672515,0.9902533372339688,0.9922025512684788,0.9863546721275562,0.9883038269027181,0.98635477582846,0.9896685359857885,0.002473399690543145
2,0.25135676860809325,0.03835232899454397,0.022539091110229493,0.0091016245880065,40,7,auto,20,entropy,"{'n_estimators': 40, 'min_samples_leaf': 7, 'max_features': 'auto', 'max_depth': 20, 'criterion': 'entropy'}",0.9121185089070906,0.9648906749632703,0.9648473034437947,0.9648473034437947,0.9473359824831725,0.9649122807017544,0.9648473034437947,0.9824453274943908,0.9824561403508771,0.9648473034437947,0.9613548128675735,0.018933475438144696,254,0.9863541535946642,0.9883040935672515,0.9805068226120858,0.9902529668533316,0.9844051025369575,0.98635477582846,0.98635477582846,0.980505341052378,0.9863546721275562,0.98635477582846,0.9855747479829604,0.002917652633156955
3,0.19084877967834474,0.02612407898562991,0.01926572322845459,0.005589114455189154,40,2,log2,10,entropy,"{'n_estimators': 40, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy'}",0.9297813499265406,0.9824561403508771,1.0,0.9648473034437947,0.9471730672179987,0.9473359824831725,0.9824453274943908,0.9824453274943908,1.0,1.0,0.9736484498411165,0.023896929862773954,64,0.9961013348939253,0.9941519134538923,0.9941519134538923,0.9980506822612085,0.9941519134538923,0.9941517801119989,0.9961012756342393,0.9941517801119989,0.9961012756342393,0.9961012756342393,0.9953215144643526,0.001293097664259184
4,0.4239751100540161,0.04931665534948801,0.034242653846740724,0.005134312700071958,90,5,sqrt,10,gini,"{'n_estimators': 90, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini'}",0.9121185089070906,0.9824561403508771,0.9471730672179987,0.9648473034437947,0.9648473034437947,0.9649122807017544,0.9648473034437947,0.9824453274943908,0.9824561403508771,0.9648473034437947,0.9630950678798168,0.019979584709678973,242,0.9922027290448343,0.9902534113060428,0.9844054580896686,0.9941520023403811,0.9883040935672515,0.9883040935672515,0.98635477582846,0.9902533372339688,0.9805068226120858,0.98635477582846,0.9881091499418403,0.0037445056841044788
5,0.09664604663848878,0.006365732929042531,0.012630009651184082,0.0024768846655416512,20,5,auto,5,gini,"{'n_estimators': 20, 'min_samples_leaf': 5, 'max_features': 'auto', 'max_depth': 5, 'criterion': 'gini'}",0.9297813499265406,0.9648906749632703,1.0,0.9648473034437947,0.9649122807017544,0.9298245614035088,0.9648473034437947,0.9824453274943908,0.9824561403508771,0.9648473034437947,0.9648852245171726,0.02076458268790289,177,0.9883038269027181,0.9883040935672515,0.98635477582846,0.9941520023403811,0.9883040935672515,0.9844054580896686,0.98635477582846,0.9805063781711969,0.9824560070211438,0.9863546721275562,0.9865496083444087,0.0035358113156247566
6,0.1441519021987915,0.00634216521893741,0.014892935752868652,0.0009524480281821806,30,9,sqrt,10,entropy,"{'n_estimators': 30, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy'}",0.9121185089070906,0.9648906749632703,0.9648473034437947,0.9648473034437947,0.9473359824831725,0.9649122807017544,0.9648473034437947,0.9824453274943908,0.9649122807017544,0.9648473034437947,0.9596004269026613,0.017667415703387625,271,0.9844054580896686,0.9805068226120858,0.9766081871345029,0.9863532201257349,0.9785573419147312,0.9883040935672515,0.984405339575701,0.9785565270773295,0.9824560070211438,0.9766076538054362,0.9816760650923586,0.0039180433261306775
7,0.2127281904220581,0.01522059385782696,0.018809962272644042,0.0017843399948428925,40,3,auto,10,entropy,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 10, 'criterion': 'entropy'}",0.9473684210526315,0.9824561403508771,0.9824453274943908,0.9648473034437947,0.9648473034437947,0.9473359824831725,0.9824453274943908,0.9824453274943908,1.0,1.0,0.9754191133257443,0.017902772658587755,32,0.9922027290448343,0.9922026697878505,0.9941519134538923,0.9961013645224172,0.9922026697878505,0.9922025512684788,0.9922025512684788,0.9941517801119989,0.9941517801119989,0.9941517801119989,0.9933721789469798,0.0012930177094215185
8,0.2802793025970459,0.02098287973415493,0.025858187675476076,0.0030883495430372985,60,9,sqrt,5,gini,"{'n_estimators': 60, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini'}",0.9121185089070906,0.9824561403508771,0.9648473034437947,0.9648473034437947,0.9473359824831725,0.9296946068875893,0.9824453274943908,0.9824453274943908,0.9649122807017544,0.9648473034437947,0.9595950084650651,0.022307564737217827,278,0.9824541401616592,0.9785550601975835,0.9727089294396757,0.9746559802335079,0.9824553403359968,0.9766055203270289,0.9785575048732943,0.9746586768083187,0.9805068226120858,0.9805068226120858,0.9781664797601236,0.0032386169858473896
9,0.4105344295501709,0.026871016247467332,0.030165934562683107,0.005166904750414998,80,9,auto,10,entropy,"{'n_estimators': 80, 'min_samples_leaf': 9, 'max_features': 'auto', 'max_depth': 10, 'criterion': 'entropy'}",0.9121185089070906,0.9472711053442543,0.9648473034437947,0.9648473034437947,0.9648473034437947,0.9649122807017544,0.9648473034437947,0.9824453274943908,0.9824561403508771,0.9648473034437947,0.961343988001734,0.018937481701145172,265,0.9883038269027181,0.9805068226120858,0.9824560070211438,0.9902529668533316,0.9785573419147312,0.984405339575701,0.984405339575701,0.9785565270773295,0.9805068226120858,0.9785573419147312,0.982650833605956,0.003942252701238996
