,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.2359476089477539,0.03870536410218323,0.023297762870788573,0.01049746942366334,1,0.001,rbf,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.8937573462191458,0.92956465237167,0.9649122807017544,0.9648473034437947,0.9648906749632703,0.9471730672179987,0.9473684210526315,0.9824453274943908,0.8943469785575048,0.8400412796697626,0.9329347331691922,0.04193918449177278,21,0.9415160231571337,0.9356651805927507,0.939568394490656,0.9395642605568264,0.9395706908506063,0.9415178011909238,0.9473660210079907,0.9356505071857717,0.9532128185257069,0.9571117503152314,0.9430743447873597,0.006855684730535653
1,0.13358752727508544,0.03946490629876993,0.01499192714691162,0.00866598486362256,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9117380522137387,0.9648906749632703,0.9649122807017544,0.9648473034437947,0.9824561403508771,0.9648473034437947,0.9473684210526315,0.9824453274943908,0.9117380522137387,0.9121185089070906,0.9507362064785081,0.02712113447216696,20,0.9649122807017544,0.9668615984405458,0.9629612740426603,0.9668600873013276,0.9571117503152314,0.9649122807017544,0.9668615984405458,0.9629587403412807,0.9668615984405458,0.9668600873013276,0.9647161296026973,0.0029508251174419986
2,0.24797427654266357,0.06442000496755872,0.026354527473449706,0.013383955156589362,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",1.0,0.9648906749632703,0.9824561403508771,0.9824453274943908,0.9648906749632703,0.9648473034437947,0.9471730672179987,0.9471730672179987,0.9824453274943908,0.9824561403508771,0.9718777723496868,0.016142246853287023,14,0.9961013645224172,0.9980506674467937,0.9980506674467937,0.9980506674467937,0.9980506674467937,0.9980506674467937,0.9980506822612085,0.9980506822612085,0.9961013645224172,0.9961013645224172,0.9974658795323638,0.0008932847600151925
3,0.3645809173583984,0.04763285325095522,0.022249746322631835,0.010805737833533963,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.5131628172563845,0.4506037733276058,0.5700199866755497,0.48267008985879334,0.542234262125903,0.3614035087719298,0.92956465237167,1.0,1.0,1.0,0.6849659090387836,0.24924104940136804,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4,0.13505592346191406,0.029138662080379466,0.015563464164733887,0.005790119243886912,10,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.92956465237167,0.9472711053442543,0.9649122807017544,0.9648473034437947,0.9824561403508771,0.9473359824831725,0.9649122807017544,0.9824453274943908,0.9117380522137387,0.9121185089070906,0.9507601634012497,0.024691390794403703,19,0.9610136452241715,0.9551653512762563,0.9590624607839928,0.9590643274853801,0.9551605804131293,0.9532160187271032,0.9610136452241715,0.959059660377205,0.9649120140453273,0.9668613465954937,0.9594529050152231,0.004070905264378437
5,0.13261587619781495,0.04492365168526399,0.015287184715270996,0.006325488562524419,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9473684210526315,0.9824561403508771,0.9824561403508771,0.9648473034437947,1.0,0.9649122807017544,0.9824453274943908,0.9824453274943908,0.92956465237167,0.9824561403508771,0.9718951733611263,0.019593271045063504,13,0.9902533372339688,0.9902533372339688,0.9902533372339688,0.9902533372339688,0.9883038269027181,0.9922027290448343,0.9883038269027181,0.9863541535946642,0.9922025512684788,0.9785550601975835,0.9886935496846873,0.003780538209461821
6,0.1874098300933838,0.035871806270416765,0.013337278366088867,0.0019114085208391716,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",1.0,0.9648906749632703,0.9824561403508771,1.0,0.9648906749632703,0.9824453274943908,0.9648473034437947,0.9471730672179987,0.9824453274943908,1.0,0.9789148515927992,0.01723372142865817,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7,0.4867528438568115,0.14820002740287505,0.02160487174987793,0.004775501296397752,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.5131628172563845,0.48267008985879334,0.5966411755885441,0.48267008985879334,0.542234262125903,0.3970789780514247,0.9648906749632703,1.0,1.0,1.0,0.6979348087703113,0.24430132055372356,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,0.08941617012023925,0.0256415391807532,0.014432835578918456,0.009924960866990438,50,0.001,rbf,"{'C': 50, 'gamma': 0.001, 'kernel': 'rbf'}",0.9472711053442543,0.9648906749632703,0.9824453274943908,0.9648473034437947,0.9824561403508771,0.9649122807017544,0.9649122807017544,0.9824453274943908,0.9117380522137387,0.9121185089070906,0.9578037001615316,0.025185670470595244,18,0.9746588693957114,0.9688094939684927,0.962962118541318,0.962962118541318,0.9707600117019063,0.9688085456838046,0.9629587403412807,0.9610074221058202,0.9688109161793372,0.968810205073915,0.9670548441532905,0.004131815558975366
9,0.08942673206329346,0.01775794647359575,0.015479612350463866,0.005428651642046124,50,0.01,rbf,"{'C': 50, 'gamma': 0.01, 'kernel': 'rbf'}",0.9824453274943908,1.0,1.0,0.9824453274943908,0.9824453274943908,0.9649122807017544,0.9824453274943908,1.0,0.9824453274943908,1.0,0.9877138918173708,0.011236085335630738,3,0.9961013645224172,0.9980506822612085,0.9980506822612085,1.0,0.9980506822612085,0.9980506674467937,0.9980506674467937,0.9980506674467937,0.9980506674467937,0.9980506674467937,0.998050674854001,0.0008717613947682289
