,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.19642491340637208,0.03724349868476258,0.008312559127807618,0.0018401536989270332,50,100,1,0.1,5,0.075,"{'n_estimators': 50, 'min_samples_split': 100, 'min_samples_leaf': 1, 'max_features': 0.1, 'max_depth': 5, 'learning_rate': 0.075}",0.9648906749632703,0.92956465237167,1.0,0.9648473034437947,0.9648906749632703,0.9473359824831725,0.9649122807017544,0.9824453274943908,0.9824561403508771,0.9473359824831725,0.9648679019255372,0.019270795506087304,2,1.0,0.9980506674467937,0.9980506674467937,1.0,0.9961013645224172,1.0,0.9980506822612085,1.0,1.0,1.0,0.9990253381677213,0.0013076443005192845
1,0.04740991592407227,0.005285298581341275,0.007661747932434082,0.0020030101919185973,20,30,20,0.3,1,0.005,"{'n_estimators': 20, 'min_samples_split': 30, 'min_samples_leaf': 20, 'max_features': 0.3, 'max_depth': 1, 'learning_rate': 0.005}",0.8943469785575048,0.8571929824561405,0.9473359824831725,0.9471730672179987,0.8769659124699267,0.8596491228070176,0.8771172924607358,0.9649122807017544,0.8767371568419967,0.8070175438596491,0.8908448319855896,0.046449006326952834,93,0.9005159914244637,0.9005507838325565,0.8965918498569584,0.8945685672113964,0.8985305964580079,0.9063679985769239,0.9005432257238718,0.9064220813081153,0.9024666651842956,0.9064007400365538,0.9012958499613143,0.003952163630210375
2,0.09434020519256592,0.014392150116170621,0.009056568145751953,0.003155293720949266,50,50,1,0.2,1,0.075,"{'n_estimators': 50, 'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': 0.2, 'max_depth': 1, 'learning_rate': 0.075}",0.9121185089070906,0.9117380522137387,0.9649122807017544,0.9471730672179987,0.9121185089070906,0.8771929824561403,0.8771929824561403,0.9649122807017544,0.9122266374719541,0.8418133160327629,0.9121398617066425,0.03766396628011577,44,0.9298053563026341,0.9415111331587304,0.9298053563026341,0.9259056538750026,0.9278670206645991,0.9376147208720768,0.9337226931967294,0.9317723236287435,0.933709091146162,0.9376213583028042,0.9329334707450115,0.0046332357268531995
3,0.056646990776062014,0.01298480381062421,0.009647703170776368,0.004017696577038373,20,150,1,0.3,1,0.005,"{'n_estimators': 20, 'min_samples_split': 150, 'min_samples_leaf': 1, 'max_features': 0.3, 'max_depth': 1, 'learning_rate': 0.005}",0.8943469785575048,0.8571929824561405,0.9473359824831725,0.9471730672179987,0.8769659124699267,0.8596491228070176,0.8771172924607358,0.9649122807017544,0.8767371568419967,0.8070175438596491,0.8908448319855896,0.046449006326952834,93,0.9005159914244637,0.9005507838325565,0.8965918498569584,0.8945685672113964,0.8985305964580079,0.9063679985769239,0.9005432257238718,0.9064220813081153,0.9024666651842956,0.9064007400365538,0.9012958499613143,0.003952163630210375
4,0.04302530288696289,0.008227955588465221,0.009353399276733398,0.003095421863984249,10,50,5,0.3,1,0.005,"{'n_estimators': 10, 'min_samples_split': 50, 'min_samples_leaf': 5, 'max_features': 0.3, 'max_depth': 1, 'learning_rate': 0.005}",0.8943469785575048,0.8571929824561405,0.9473359824831725,0.9293892298985678,0.8583431282921945,0.8596491228070176,0.8593892137751786,0.9649122807017544,0.8587784597971355,0.8070175438596491,0.8836354922628316,0.04675695591066969,97,0.8964689825401428,0.8985035688636795,0.8926324804277243,0.888568748636969,0.8965658835021508,0.9024451518638793,0.8985846118968911,0.9064220813081153,0.8965517333442796,0.9064007400365538,0.8983143982420387,0.005339729407647891
5,0.08927886486053467,0.0147773433673312,0.008875775337219238,0.0042111923530173045,20,100,50,0.3,3,0.005,"{'n_estimators': 20, 'min_samples_split': 100, 'min_samples_leaf': 50, 'max_features': 0.3, 'max_depth': 3, 'learning_rate': 0.005}",0.8943469785575048,0.8755876619653709,0.9649122807017544,0.9648473034437947,0.9121185089070906,0.8596491228070176,0.8421052631578947,0.9649122807017544,0.8945419103313841,0.8418133160327629,0.9014834626606328,0.0466697187233376,82,0.923938455586738,0.9180944184513675,0.9141791445237514,0.9141615193718343,0.9219946842393976,0.9298213614291085,0.9220106954660728,0.9103272951594166,0.9220106954660728,0.9200305709939075,0.9196568840687667,0.005366763029189417
6,0.06163403987884521,0.009647108436184878,0.007465505599975586,0.0010105673140392386,20,100,5,0.2,2,0.005,"{'n_estimators': 20, 'min_samples_split': 100, 'min_samples_leaf': 5, 'max_features': 0.2, 'max_depth': 2, 'learning_rate': 0.005}",0.9117380522137387,0.8755876619653709,0.9649122807017544,0.9648473034437947,0.9121185089070906,0.8596491228070176,0.8771172924607358,0.9649122807017544,0.8767371568419967,0.8591293047433399,0.9066748964786594,0.04175024105209224,64,0.9278094046171218,0.9375957473915181,0.9239072102721015,0.9258295310926891,0.9258492820270058,0.9375786657179493,0.9298096259194657,0.9356676256400591,0.9336773323253211,0.9336899385479672,0.9311414363551199,0.004877924667062402
7,0.039139723777770995,0.004609863263381253,0.007852816581726074,0.0013812661579918658,20,100,10,0.1,1,0.005,"{'n_estimators': 20, 'min_samples_split': 100, 'min_samples_leaf': 10, 'max_features': 0.1, 'max_depth': 1, 'learning_rate': 0.005}",0.8943469785575048,0.8937573462191458,0.9473359824831725,0.9648473034437947,0.9121185089070906,0.8771172924607358,0.8596491228070176,0.9649122807017544,0.8945419103313841,0.8244533748163514,0.903308010072795,0.043193429397181654,72,0.920022659772608,0.9220059514473711,0.9082984328920196,0.9121538476226835,0.9180800924999444,0.9181112302393767,0.9103007092016973,0.9044572922120308,0.9141869792973694,0.9142006783668408,0.9141817873551942,0.005237613915391729
8,0.11473979949951171,0.01639087899511315,0.011098742485046387,0.0061858512300498525,50,50,5,0.1,2,0.005,"{'n_estimators': 50, 'min_samples_split': 50, 'min_samples_leaf': 5, 'max_features': 0.1, 'max_depth': 2, 'learning_rate': 0.005}",0.92956465237167,0.8937573462191458,0.9649122807017544,0.9648473034437947,0.9121185089070906,0.8596491228070176,0.8947368421052632,0.9649122807017544,0.9122266374719541,0.8418133160327629,0.9138538290762208,0.04118745921450513,42,0.9258949500274278,0.9337050587302654,0.9219810404761375,0.9200050159270811,0.923938455586738,0.9356456166448581,0.9298005550274151,0.9259005858622716,0.9278324665066969,0.9297893466978476,0.9274493091486737,0.004689615491141415
9,0.02403843402862549,0.0055575051282723605,0.007103419303894043,0.0009186532531957759,10,150,5,0.2,1,0.005,"{'n_estimators': 10, 'min_samples_split': 150, 'min_samples_leaf': 5, 'max_features': 0.2, 'max_depth': 1, 'learning_rate': 0.005}",0.8943469785575048,0.8571929824561405,0.9473359824831725,0.9471730672179987,0.9121185089070906,0.8771172924607358,0.8771172924607358,0.8195773524720892,0.8767371568419967,0.8070175438596491,0.8815734157717113,0.04447897814864842,99,0.9102146955332552,0.9063936210872772,0.8965658835021508,0.9003758133876846,0.9024072777535381,0.9024666651842956,0.8946840200467715,0.894734442124463,0.9044071549856114,0.8947320421436629,0.900698161574871,0.005170280963186377
