,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.22540643215179443,0.06518154847699023,0.023127245903015136,0.009113519652342309,1,0.001,rbf,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.9648473034437947,0.9296946068875893,0.8933552631578947,0.9471730672179987,0.9824561403508771,0.9824561403508771,0.9648906749632703,0.9472711053442543,0.9824561403508771,0.9648906749632703,0.9559491117030703,0.02665813998857398,21,0.9550940305509407,0.9531928977985652,0.9648802546709966,0.9609682639682319,0.9550940305509407,0.9550714452532695,0.9668230192365389,0.958992331441823,0.95312624133183,0.9550714452532695,0.9578313960056406,0.004643259094752632
1,0.11710293292999267,0.0327030225096114,0.01705589294433594,0.005371087568554519,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9824453274943908,1.0,0.9648473034437947,0.9471730672179987,1.0,0.9824453274943908,0.9824453274943908,0.9824561403508771,1.0,1.0,0.9841812493495844,0.0166022732559495,11,0.9844047469842463,0.9824548069927433,0.9863544647257486,0.9883040046817758,0.9844047469842463,0.9824541401616592,0.9844029688423281,0.9844042728419024,0.9824541401616592,0.9824541401616592,0.9842092432537968,0.0018395723161405632
2,0.18176133632659913,0.04410990192022481,0.01401834487915039,0.004577521666431996,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",1.0,0.9648906749632703,0.9824453274943908,0.9648473034437947,0.9824561403508771,0.9648473034437947,0.9648473034437947,0.9471730672179987,1.0,1.0,0.9771507120357921,0.017679195939468297,14,0.9922026697878505,0.9941519134538923,0.9961013348939253,0.9980506822612085,0.9941519134538923,0.9941517801119989,0.9941517801119989,0.9941517801119989,0.9941517801119989,0.9941517801119989,0.9945417414410762,0.0014587849233641936
3,0.4274418830871582,0.06828350953255377,0.022788166999816895,0.009217290295620196,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.67055330634278,0.7157402359892381,0.7157402359892381,0.6468144044321329,0.758333764315801,0.6746502072086329,0.9117380522137387,0.9117380522137387,0.9472711053442543,0.9824561403508771,0.7935035504400432,0.12304393616783557,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4,0.08635075092315674,0.02146554596283694,0.013560199737548828,0.0046416663239741375,10,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.9824453274943908,1.0,0.9648473034437947,0.9471730672179987,1.0,0.9824453274943908,0.9824453274943908,0.9824561403508771,1.0,1.0,0.9841812493495844,0.0166022732559495,11,0.9844047469842463,0.9824548069927433,0.9863544647257486,0.9883040046817758,0.9844036802180192,0.9844029688423281,0.9844029688423281,0.9844042728419024,0.9824541401616592,0.9824541401616592,0.9844040194452409,0.0017440645681748605
5,0.08387796878814698,0.023360430753932175,0.013023972511291504,0.004294528716949168,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9648473034437947,1.0,0.9648473034437947,0.9648473034437947,1.0,0.9824453274943908,0.9824453274943908,1.0,1.0,1.0,0.9859432565320165,0.015321713056409142,5,0.9902534113060428,0.9922026697878505,0.9941520467836257,0.9941520467836257,0.9922026697878505,0.9902529668533316,0.9941517801119989,0.9922025512684788,0.9902529668533316,0.9922025512684788,0.9922025660804614,0.0015100153646304488
6,0.1671069860458374,0.03392330258262428,0.017459678649902343,0.007953292694563978,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",1.0,0.9648906749632703,0.9824453274943908,0.9648473034437947,0.9648906749632703,0.9824453274943908,0.9648473034437947,0.9471730672179987,0.9824453274943908,1.0,0.97539850065153,0.016123275923269398,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7,0.4755655527114868,0.09661082099480736,0.02318427562713623,0.009317529526636564,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.7373294346978556,0.7157402359892381,0.7157402359892381,0.67055330634278,0.758333764315801,0.7187408416225629,0.92956465237167,0.9117380522137387,0.9472711053442543,0.9824561403508771,0.8087467769238016,0.11256506560425288,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,0.06280550956726075,0.01670431526051899,0.012538576126098632,0.00496740003952765,50,0.001,rbf,"{'C': 50, 'gamma': 0.001, 'kernel': 'rbf'}",0.9824453274943908,0.9824561403508771,0.9648473034437947,0.9471730672179987,0.9824561403508771,1.0,0.9824453274943908,1.0,1.0,1.0,0.984182330635233,0.016602160514012792,10,0.9902531890898205,0.9902531890898205,0.9902531890898205,0.9922026697878505,0.9902531890898205,0.9883032046314267,0.9902523000898107,0.9883032046314267,0.9883032046314267,0.9883032046314267,0.989668054476265,0.0012484553726270903
9,0.08814916610717774,0.03557190346146703,0.015255355834960937,0.006301244168474323,50,0.01,rbf,"{'C': 50, 'gamma': 0.01, 'kernel': 'rbf'}",0.9824561403508771,0.9824561403508771,0.9648473034437947,0.9648473034437947,0.9824561403508771,0.9824453274943908,0.9824453274943908,1.0,1.0,1.0,0.9841953682929002,0.012301440582701752,8,0.9922026697878505,0.9941519134538923,0.9961013348939253,0.9980506822612085,0.9941519134538923,0.9941517801119989,0.9941517801119989,0.9941517801119989,0.9961012756342393,0.9941517801119989,0.9947366909933002,0.0015225162826285933
