,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.24841811656951904,0.08247555634883849,0.012758636474609375,0.006079531026735318,50,100,1,0.1,5,0.075,"{'n_estimators': 50, 'min_samples_split': 100, 'min_samples_leaf': 1, 'max_features': 0.1, 'max_depth': 5, 'learning_rate': 0.075}",0.9473684210526315,0.9649122807017544,0.9648473034437947,0.9648473034437947,0.9298245614035088,0.9473359824831725,0.9824453274943908,0.9649122807017544,1.0,0.9824453274943908,0.9648938788219192,0.01921933890388389,7,0.9980506822612085,0.9961013348939253,0.9980506822612085,1.0,0.9961013348939253,0.9961012756342393,0.9961012756342393,0.9961012756342393,0.9961012756342393,0.9961012756342393,0.9968810412481464,0.001293061481733295
1,0.0943535566329956,0.022598597533768666,0.009537243843078613,0.0034070547686503483,20,30,20,0.3,1,0.005,"{'n_estimators': 20, 'min_samples_split': 30, 'min_samples_leaf': 20, 'max_features': 0.3, 'max_depth': 1, 'learning_rate': 0.005}",0.8943469785575048,0.9117380522137387,0.9649122807017544,0.9648473034437947,0.8767371568419967,0.8596491228070176,0.9471730672179987,0.9297813499265406,0.9471730672179987,0.9293892298985678,0.9225747608826913,0.03444259357677992,96,0.9356279944511237,0.9356402316503167,0.9317115989621423,0.9356137933071628,0.9337050587302654,0.9414670911183276,0.9317334142630916,0.9336627032674379,0.9336773323253211,0.9336899385479672,0.9346529156623158,0.0026498059923285603
2,0.13720457553863524,0.05863098188230261,0.011211991310119629,0.006259438127603093,50,50,1,0.2,1,0.075,"{'n_estimators': 50, 'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': 0.2, 'max_depth': 1, 'learning_rate': 0.075}",0.9473684210526315,0.9473684210526315,0.9648473034437947,0.9648473034437947,0.9824453274943908,0.9296946068875893,0.9648473034437947,0.9649122807017544,0.9473359824831725,0.9648473034437947,0.9578514253447349,0.014048674901951325,20,0.9785565270773295,0.9746577138186622,0.9746588693957114,0.9746577138186622,0.9785565270773295,0.9805066744696264,0.9766071204763696,0.9746588693957114,0.9766080093635516,0.9727095516569201,0.9762177576549874,0.0022731836737178756
3,0.07665038108825684,0.03035380075697925,0.010429620742797852,0.004393828160333637,20,150,1,0.3,1,0.005,"{'n_estimators': 20, 'min_samples_split': 150, 'min_samples_leaf': 1, 'max_features': 0.3, 'max_depth': 1, 'learning_rate': 0.005}",0.8943469785575048,0.9117380522137387,0.9649122807017544,0.9648473034437947,0.8767371568419967,0.8596491228070176,0.9471730672179987,0.9297813499265406,0.9471730672179987,0.9293892298985678,0.9225747608826913,0.03444259357677992,96,0.9356279944511237,0.9356402316503167,0.9317115989621423,0.9356137933071628,0.9337050587302654,0.9414670911183276,0.9317334142630916,0.9336627032674379,0.9336773323253211,0.9336899385479672,0.9346529156623158,0.0026498059923285603
4,0.03806648254394531,0.013393196220596097,0.008586955070495606,0.005541929121679139,10,50,5,0.3,1,0.005,"{'n_estimators': 10, 'min_samples_split': 50, 'min_samples_leaf': 5, 'max_features': 0.3, 'max_depth': 1, 'learning_rate': 0.005}",0.8583431282921945,0.8755876619653709,0.9824561403508771,0.9473359824831725,0.9297813499265406,0.8596491228070176,0.9473684210526315,0.92956465237167,0.9473684210526315,0.9122807017543859,0.9189735582056491,0.03974738915116765,99,0.9335180462142448,0.9374792775846754,0.9256631998119671,0.9295418032260137,0.9276359910728682,0.9414670911183276,0.9219026423788123,0.9219258222028306,0.9219026423788123,0.9199099676253936,0.9280946483613945,0.006973152745184563
5,0.12244641780853271,0.04028924393657145,0.01348114013671875,0.007371901158064989,20,100,50,0.3,3,0.005,"{'n_estimators': 20, 'min_samples_split': 100, 'min_samples_leaf': 50, 'max_features': 0.3, 'max_depth': 3, 'learning_rate': 0.005}",0.8943469785575048,0.9117380522137387,0.9649122807017544,0.9648473034437947,0.9122266374719541,0.8596491228070176,0.9471730672179987,0.9473684210526315,0.9471730672179987,0.9471730672179987,0.9296607997902393,0.0323855386067065,85,0.9434181819972035,0.93758483238091,0.9356279944511237,0.9414443666521228,0.9337050587302654,0.9473372052886707,0.9395458823027456,0.9375786657179493,0.9375905303980869,0.9376004933577025,0.9391433211276781,0.00377454326974166
6,0.08222424983978271,0.037372905194884384,0.013102078437805175,0.008705917689107728,20,100,5,0.2,2,0.005,"{'n_estimators': 20, 'min_samples_split': 100, 'min_samples_leaf': 5, 'max_features': 0.2, 'max_depth': 2, 'learning_rate': 0.005}",0.9121185089070906,0.9117380522137387,0.9296946068875893,0.9473359824831725,0.9473359824831725,0.9122266374719541,0.9648473034437947,0.9649122807017544,0.9824453274943908,0.9824453274943908,0.9455100009581049,0.026643817433618242,52,0.9727020830065799,0.9707540104449883,0.9746586768083187,0.970745559841053,0.9727051954740742,0.9727064403815335,0.9688042781864292,0.9746548245686264,0.9688042781864292,0.9707580116545723,0.9717293358552604,0.001999181463486051
7,0.07024595737457276,0.02290526408986096,0.01452176570892334,0.00749534758379751,20,100,10,0.1,1,0.005,"{'n_estimators': 20, 'min_samples_split': 100, 'min_samples_leaf': 10, 'max_features': 0.1, 'max_depth': 1, 'learning_rate': 0.005}",0.8769659124699267,0.9121185089070906,0.9473359824831725,0.9473359824831725,0.9473684210526315,0.9122266374719541,0.9471730672179987,0.9648906749632703,0.9648473034437947,0.9649122807017544,0.9385174771194768,0.027515432724095477,67,0.9512648342666581,0.9473680210634312,0.9473660210079907,0.9512666861698439,0.9473660210079907,0.9512670565302144,0.9571130542066774,0.9454166144448622,0.941520023408879,0.9376170913676093,0.9477565423474157,0.005216618691239193
8,0.1529162645339966,0.05028573124646076,0.01043839454650879,0.0047393965566356255,50,50,5,0.1,2,0.005,"{'n_estimators': 50, 'min_samples_split': 50, 'min_samples_leaf': 5, 'max_features': 0.1, 'max_depth': 2, 'learning_rate': 0.005}",0.9121185089070906,0.9824561403508771,0.9648473034437947,0.9648473034437947,0.9473684210526315,0.9122266374719541,0.9471730672179987,0.9649122807017544,0.9648473034437947,0.9824453274943908,0.9543242293528081,0.023831838248295177,35,0.9727089294396757,0.9688023805789485,0.9649120140453273,0.9707540104449883,0.9688023805789485,0.9746569434339627,0.9688094939684927,0.9668608429053897,0.9668608429053897,0.9668590798751819,0.9690026918176307,0.0028177153955348806
9,0.03653209209442139,0.016862860909565108,0.011153864860534667,0.004954983562088356,10,150,5,0.2,1,0.005,"{'n_estimators': 10, 'min_samples_split': 150, 'min_samples_leaf': 5, 'max_features': 0.2, 'max_depth': 1, 'learning_rate': 0.005}",0.8769659124699267,0.9297813499265406,0.9473359824831725,0.9473359824831725,0.9298245614035088,0.9296946068875893,0.9649122807017544,0.9472711053442543,0.9473684210526315,0.9473684210526315,0.9367858623805183,0.022525234981749156,71,0.9454103909481484,0.9454149549466583,0.9434577535269776,0.9434577535269776,0.9434633405209023,0.9317396396291239,0.9336702649691448,0.9317505379243034,0.9297952158154578,0.9356279944511237,0.938378784625882,0.006064835506360979
