,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,1.1476065397262574,0.15737985060166232,0.024326348304748537,0.010537662546302994,3,8,0.05,0.0,0.3,"{'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.3}",0.9473684210526315,0.9824561403508771,0.9824453274943908,0.9648473034437947,0.9824453274943908,0.9473359824831725,0.9824453274943908,0.9824453274943908,0.9824561403508771,0.9824453274943908,0.9736690625153306,0.014151034899027765,159,0.9941520467836257,0.9922026697878505,0.9902531890898205,0.9961013645224172,0.9922026697878505,0.9922025512684788,0.9922025512684788,0.9922025512684788,0.9902529668533316,0.9922025512684788,0.9923975111898811,0.0016193231970978775
1,1.0750647068023682,0.1028222153318036,0.021492719650268555,0.010902995991206055,1,3,0.1,0.4,0.4,"{'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.4, 'colsample_bytree': 0.4}",0.9649122807017544,0.9297813499265406,1.0,0.9648473034437947,0.9824453274943908,0.9649122807017544,0.9824453274943908,0.9824453274943908,1.0,1.0,0.9771789197257018,0.020845022225688382,86,0.9980506822612085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998050682261208,0.0005847953216374435
2,1.0890623807907105,0.1390476764053298,0.024289679527282716,0.01337311058937004,1,6,0.15,0.4,0.5,"{'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.15, 'gamma': 0.4, 'colsample_bytree': 0.5}",0.9649122807017544,0.9473684210526315,1.0,0.9648473034437947,0.9824453274943908,0.9649122807017544,0.9824453274943908,0.9824453274943908,1.0,1.0,0.9789376268383109,0.0171940548361513,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,1.0835577964782714,0.11569319243676868,0.01911804676055908,0.006390840943072541,7,4,0.05,0.4,0.5,"{'min_child_weight': 7, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.4, 'colsample_bytree': 0.5}",0.9473684210526315,0.9473684210526315,0.9824453274943908,0.9648473034437947,0.9824453274943908,0.9473359824831725,0.9648473034437947,0.9824453274943908,0.9824561403508771,1.0,0.9701559554310075,0.017637192876729935,251,0.9883040046817758,0.9863544647257486,0.9883040046817758,0.9863546721275562,0.9824561403508771,0.9863541535946642,0.9902533372339688,0.9844051025369575,0.9883038269027181,0.9824560070211438,0.9863545713857185,0.0024657159241912013
4,1.1807355403900146,0.2907500997020887,0.03508086204528808,0.012270968426861015,7,10,0.3,0.1,0.7,"{'min_child_weight': 7, 'max_depth': 10, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.9649122807017544,0.9824561403508771,0.9824453274943908,0.9648473034437947,0.9649122807017544,0.9296946068875893,0.9648473034437947,0.9824453274943908,0.9824561403508771,1.0,0.9719016710869223,0.01792572102148341,235,0.9902533372339688,0.9863544647257486,0.9902531890898205,0.9961013645224172,0.9902534113060428,0.9883040935672515,0.9922025512684788,0.9922025512684788,0.9883038269027181,0.9883040935672515,0.9902532883452176,0.002615323937605318
5,1.2894052743911744,0.2334482031295311,0.025617074966430665,0.010878062864186909,3,4,0.1,0.1,0.4,"{'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.4}",0.9649122807017544,0.9648906749632703,1.0,0.9648473034437947,0.9824453274943908,0.9473359824831725,0.9648473034437947,0.9824453274943908,1.0,1.0,0.9771724200024569,0.01764676913647728,104,0.9961013348939253,0.9961013348939253,0.9961013348939253,0.9980506822612085,0.9961013348939253,0.9941520023403811,0.9961012756342393,0.9961012756342393,0.9961012756342393,0.9961012756342393,0.9961013126714249,0.0008717713330770542
6,1.5075217962265015,0.19951014366752345,0.029228019714355468,0.011756509956634858,1,12,0.05,0.1,0.4,"{'min_child_weight': 1, 'max_depth': 12, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.4}",0.9649122807017544,0.9473684210526315,1.0,0.9648473034437947,0.9649122807017544,0.9649122807017544,0.9824453274943908,0.9824453274943908,1.0,1.0,0.977184322159047,0.017635251102436997,68,0.9961013348939253,0.9980506822612085,0.9961013348939253,1.0,0.9961013348939253,0.9961012756342393,0.9980506674467937,0.9980506674467937,0.9961012756342393,0.9980506674467937,0.9972709240551844,0.001293052547979059
7,1.1373881101608276,0.15610037107967809,0.01934654712677002,0.005356372351201419,3,5,0.05,0.1,0.3,"{'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.3}",0.9473684210526315,0.9648906749632703,0.9824453274943908,0.9648473034437947,0.9824453274943908,0.9473359824831725,0.9824453274943908,0.9824453274943908,0.9824561403508771,0.9824453274943908,0.9719125159765699,0.014041049393948141,213,0.9941520467836257,0.9941520467836257,0.9922026697878505,0.9961013645224172,0.9922026697878505,0.9922025512684788,0.9922025512684788,0.9922025512684788,0.9902529668533316,0.9902533372339688,0.9925924755558106,0.0016994621381465859
8,1.1368556499481202,0.1530338220425341,0.02639923095703125,0.01458358876678037,3,6,0.05,0.3,0.3,"{'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.3}",0.9473684210526315,0.9824561403508771,0.9824453274943908,0.9648473034437947,0.9824453274943908,0.9473359824831725,0.9824453274943908,0.9824453274943908,0.9824561403508771,0.9824453274943908,0.9736690625153306,0.014151034899027765,159,0.9941520467836257,0.9922026697878505,0.9902531890898205,0.9961013645224172,0.9922026697878505,0.9922025512684788,0.9922025512684788,0.9922025512684788,0.9902529668533316,0.9922025512684788,0.9923975111898811,0.0016193231970978775
9,1.4236718893051148,0.2817404022447446,0.03215193748474121,0.008981959212167281,1,4,0.1,0.2,0.3,"{'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 0.3}",0.9473684210526315,0.9824561403508771,1.0,0.9648473034437947,0.9824453274943908,0.9649122807017544,0.9648473034437947,0.9824453274943908,1.0,1.0,0.9789322103981635,0.017199586553940244,52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
