,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.632075309753418,0.1461247297259137,0.0307387113571167,0.01637713838995329,1,0.001,rbf,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.7079253723755783,0.7706064174271415,0.6708860759493671,0.7587209597885212,0.7463479631465202,0.7460208852613915,0.6582278481012658,0.5761043792587119,0.6708860759493671,0.7082995272228153,0.701402550448068,0.05621545493069175,28,0.7025861002800883,0.6987770184730863,0.7228366084437344,0.6989344511687926,0.7027347459212717,0.7128972189758714,0.7038722359117421,0.7087339569396068,0.7068531270758004,0.7012156872118737,0.7059441150401867,0.007007433163056163
1,0.4256261348724365,0.10857548432237253,0.021821355819702147,0.006427341277252157,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.7463479631465202,0.784395302729907,0.6707805907172997,0.7323779312314487,0.7445458411016257,0.7212508734014721,0.6702523520904763,0.5761043792587119,0.6835443037974683,0.6959100437106971,0.7025509581185627,0.0548326799471709,27,0.7213414184177576,0.7215300054710019,0.7285620758487033,0.7271254350270466,0.7130676791913161,0.7257481629060847,0.728531999785697,0.7215068650974539,0.7284642915210192,0.7299300189505707,0.7245807952216652,0.004947707118596032
2,0.3877943277359009,0.0680555297270899,0.017981791496276857,0.00369928904591664,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.72017496701041,0.8351258197346347,0.7700912569914631,0.7841187534949926,0.8219295244611698,0.7721518987341772,0.72017496701041,0.6883974583479262,0.7131718950651257,0.7594936708860761,0.7584830211736386,0.045584511822658456,17,0.8353127641880368,0.8082500255894093,0.8194772172375456,0.8166005779607436,0.8095761972662204,0.8153742832807049,0.8086588048613365,0.8128203243056386,0.8197473166301266,0.8086118591658182,0.8154429370485581,0.007852902391508168
3,0.5986815690994263,0.06540852237202972,0.030596375465393066,0.013602219634780836,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.7972733624737979,0.8097605612322708,0.7848101265822786,0.7594165484460843,0.8219295244611698,0.8227280103862383,0.8728068031865499,0.8480525803310613,0.871568305112609,0.8728068031865499,0.8261152625398609,0.0376703902021861,7,0.9887484199751203,0.9845281593279501,0.9859358031992027,0.9873421227141744,0.9859355249689005,0.9817166165079436,0.9873421227141744,0.9873422229033578,0.9859350241686214,0.9887486870897375,0.9863574703569183,0.0019940306120953574
4,0.4297341346740723,0.06176302736619382,0.022148752212524415,0.006130646231412241,10,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.7209827594611723,0.7438763767877691,0.6707805907172997,0.7717131668318683,0.7841187534949926,0.6820143004314609,0.6835443037974683,0.5866131262631635,0.6959100437106971,0.7082995272228153,0.7047852948718707,0.05361474366890189,25,0.7178009836237685,0.7115481216068571,0.722727917102389,0.7199129720983524,0.7153804386132074,0.7210817490975185,0.711043367570702,0.7283136784306902,0.710791975962727,0.7093350131324815,0.7167936217238693,0.005926964687479584
5,0.3986318826675415,0.07704258345057255,0.025033068656921387,0.008626061574158904,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.7190004252117882,0.8354430379746836,0.7717131668318683,0.72017496701041,0.8343291955242301,0.7339214934151644,0.72017496701041,0.6907421196326633,0.64385904892234,0.7710522457357899,0.7440410667269348,0.05722538845737602,20,0.7707354518596239,0.7660162148116414,0.7631971330623842,0.7687720896813466,0.7576799372945183,0.7761145286682657,0.7706592466253036,0.7705993448257074,0.7677846128603787,0.7719895675135547,0.7683548127202724,0.0048576056821968295
6,0.42941110134124755,0.05757229262296,0.017717838287353516,0.003146602094040355,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.6961051606621228,0.8730104426306958,0.7717131668318683,0.8224435742025641,0.7551856272119949,0.7594936708860761,0.7841187534949926,0.7590300442275429,0.8189625217175477,0.7974683544303798,0.7837531316295785,0.04553541747011823,13,0.8874187406857754,0.888847119530055,0.8916160926707593,0.8860331225561325,0.890199384025306,0.8888009262466231,0.8902875460418024,0.8804448675341598,0.8831507087484585,0.8973232391763959,0.8884121747215467,0.00441057147948068
7,0.6166961431503296,0.09833320992082095,0.02571232318878174,0.012081143408707584,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.784395302729907,0.8227848101265823,0.8100656961416455,0.7714187967352525,0.8352847340189112,0.8987017202207077,0.9239043889439561,0.8728068031865499,0.9107926437438161,0.9107926437438161,0.8540947539591144,0.05348702977724765,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,0.4018771409988403,0.07064881141382803,0.01883687973022461,0.0034883414377685938,50,0.001,rbf,"{'C': 50, 'gamma': 0.001, 'kernel': 'rbf'}",0.7209827594611723,0.7438763767877691,0.6708860759493671,0.7456136063731,0.7710522457357899,0.6820143004314609,0.7341772151898733,0.59714212296245,0.6834428269027425,0.6959100437106971,0.7045097573504422,0.04743506595790882,26,0.71705206924647,0.7199906156086076,0.7369058161369458,0.7299684901536988,0.714283082090279,0.7268821688883111,0.7235317499172156,0.7312121485622196,0.7279579021519291,0.7295338173066848,0.725731786006236,0.006616561809065602
9,0.4405019998550415,0.04583825064452884,0.021967744827270506,0.011176871571411184,50,0.01,rbf,"{'C': 50, 'gamma': 0.01, 'kernel': 'rbf'}",0.7310787465956806,0.8084052108372627,0.7710522457357899,0.7456136063731,0.8219295244611698,0.7467543005517688,0.7079253723755783,0.692651652145323,0.7551856272119949,0.7467543005517688,0.7527350586839436,0.03799702378195259,19,0.80576889084488,0.7955890395145283,0.8009851217476494,0.7996714005417352,0.7812967764164958,0.7940283414020658,0.792924658670057,0.7985122893340743,0.7970261140534721,0.7886743639196382,0.7954476996444595,0.00649183932494446
