,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.14628238677978517,0.03534719232922717,0.014779496192932128,0.0033607005495379567,20,4,log2,10,entropy,"{'n_estimators': 20, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy'}",0.7606676113997797,0.8372711625723674,0.7998749218261413,0.8100965342617503,0.7872007510561726,0.7988686360779383,0.8110533774208786,0.7872007510561726,0.7817364788958433,0.8245614035087719,0.7998531628075816,0.021037665789624672,97,0.9318180500503441,0.9332462856657215,0.9191950464396286,0.9220483949547991,0.9345676028423647,0.9359133126934984,0.9304181098466106,0.9166254940711462,0.9303615781613909,0.9052330848024528,0.9259426959527955,0.009368110130233332
1,0.20702524185180665,0.05506683876114678,0.019603633880615236,0.003128778209010748,40,4,sqrt,5,gini,"{'n_estimators': 40, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini'}",0.7364705882352941,0.7872007510561726,0.75,0.7698209718670077,0.7737272155876807,0.824010056568196,0.7579232361841057,0.724310776942356,0.7953964194373402,0.8117647058823529,0.7730624721760506,0.03046298152685447,254,0.8548555921690252,0.8391980097840631,0.8547384593896222,0.8335273053689776,0.850516614115935,0.8476563182445536,0.8463579858928696,0.8448610213316095,0.8490870699292012,0.8364751305927777,0.8457273506818636,0.006933222543639258
2,0.255491304397583,0.06799689220505552,0.019053125381469728,0.0031356321307658207,40,7,auto,20,entropy,"{'n_estimators': 40, 'min_samples_leaf': 7, 'max_features': 'auto', 'max_depth': 20, 'criterion': 'entropy'}",0.7364705882352941,0.8110533774208786,0.774859287054409,0.8088867654085046,0.8117647058823529,0.8624785122675419,0.7727272727272727,0.7498436522826768,0.7968253968253968,0.8362462604314281,0.7961155818535756,0.03652890565638395,130,0.8930091185410334,0.8845598845598844,0.8859386108621063,0.886023166023166,0.897142857142857,0.8803995951510843,0.8887205959630304,0.8832756916996048,0.8804633204633204,0.892946312884869,0.8872479153290955,0.005337512854148458
3,0.2568518877029419,0.02492793914841356,0.019832372665405273,0.00354032665286359,40,2,log2,10,entropy,"{'n_estimators': 40, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy'}",0.7615686274509803,0.7866666666666665,0.7998749218261413,0.7968253968253968,0.748585795097423,0.8749218261413383,0.7698209718670077,0.8372711625723674,0.8343685300207039,0.8614391434419778,0.8071343041910003,0.040826997146594914,61,0.9610678531701891,0.9638487208008898,0.9666295884315906,0.95967360339916,0.9498882538995136,0.9610522085870609,0.9485276074804997,0.9582869855394885,0.9498882538995136,0.9582702234861364,0.9577133298694044,0.005923399645570323
4,0.42918028831481936,0.03730642705085289,0.03174135684967041,0.0031799236835272473,90,5,sqrt,10,gini,"{'n_estimators': 90, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini'}",0.724310776942356,0.7858604944103289,0.7737272155876807,0.8088867654085046,0.7872007510561726,0.825,0.7714285714285714,0.774859287054409,0.8222222222222222,0.824010056568196,0.7897506140678441,0.02992495867028408,176,0.9152056436899446,0.9151912348828184,0.9054125065685759,0.9054125065685759,0.9123158022930116,0.9025062094259473,0.9039649263209172,0.8943270300333703,0.902608695652174,0.8998020781791193,0.9056746633614455,0.0064129977091501
5,0.09744775295257568,0.010151420231993283,0.012974262237548828,0.00126991495870351,20,5,auto,5,gini,"{'n_estimators': 20, 'min_samples_leaf': 5, 'max_features': 'auto', 'max_depth': 5, 'criterion': 'gini'}",0.7234443746071653,0.8248905565978737,0.7498436522826768,0.7698209718670077,0.7714285714285714,0.8122359568142699,0.7714285714285714,0.7371303395399782,0.7678916827853,0.7994987468671678,0.7727613424218582,0.03041948893661255,264,0.8352517762402657,0.8287465589444051,0.8350406573521073,0.826318369633728,0.8387972875891434,0.8308845367668898,0.8353169218840861,0.8354394093173525,0.8422005038877716,0.8156295830714435,0.8323625604687193,0.007097116747290075
6,0.1662654161453247,0.012366441825636537,0.01645040512084961,0.003153433876068832,30,9,sqrt,10,entropy,"{'n_estimators': 30, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy'}",0.7615686274509803,0.8110533774208786,0.7744360902255639,0.7968253968253968,0.7866666666666665,0.849906191369606,0.7594556100648836,0.7371303395399782,0.7968253968253968,0.824010056568196,0.7897877752957546,0.03173523625352826,172,0.8525217391304347,0.8705273843476581,0.8608007052764265,0.8608362196932211,0.8607630186577555,0.8551520825756932,0.8706234458293642,0.8707233584125385,0.8637111665675147,0.8525217391304347,0.8618180859621042,0.006757705928633631
7,0.22577767372131347,0.026843212307700853,0.021715664863586427,0.005671178315656801,40,3,auto,10,entropy,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 10, 'criterion': 'entropy'}",0.748585795097423,0.8624785122675419,0.774859287054409,0.7953964194373402,0.7866666666666665,0.8372711625723674,0.8100965342617503,0.812470698546648,0.8222222222222222,0.8491514770584537,0.8099198775184823,0.03309118339325053,50,0.941551212271153,0.9499242681833638,0.9275760412878467,0.9303615781613909,0.9359683244271562,0.9275541795665635,0.9359683244271562,0.9332013854527462,0.9359846610588818,0.9359509885825676,0.9354040963418825,0.006348809667190907
8,0.2780269384384155,0.03433464501985855,0.02521054744720459,0.0028314595714928684,60,9,sqrt,5,gini,"{'n_estimators': 60, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini'}",0.748585795097423,0.8117647058823529,0.774859287054409,0.7834050007963053,0.7737272155876807,0.7988686360779383,0.7324414715719063,0.724310776942356,0.7698209718670077,0.7858604944103289,0.7703644355287709,0.02646103398182661,273,0.8327085721366833,0.8271321912079059,0.8338887822582052,0.8198572124028541,0.8227903542448726,0.8209790209790211,0.8312854030501089,0.8201920042745053,0.8129130340355557,0.8213607288234155,0.8243107303413127,0.006385053432698467
9,0.4206577777862549,0.034643468381289774,0.03198370933532715,0.004545451897821681,80,9,auto,10,entropy,"{'n_estimators': 80, 'min_samples_leaf': 9, 'max_features': 'auto', 'max_depth': 10, 'criterion': 'entropy'}",0.7493734335839598,0.7979797979797979,0.7866666666666665,0.7953964194373402,0.7866666666666665,0.849906191369606,0.7186700767263428,0.7498436522826768,0.7727272727272727,0.8110533774208786,0.7818283554861207,0.03482616069538149,204,0.8678697473878196,0.8651151561971899,0.8608362196932211,0.8566432958123837,0.8593899550442307,0.852275102780294,0.8692173913043477,0.8664925713314432,0.8580529440870855,0.8511128848038126,0.8607005268441827,0.0060422588056683975
